Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
Attrited Customer,44.464348409140285,F,4,High School,Married,Unknown,Blue,30,5,6,2,3726.1312667439397,1620,7519.0,0.773,2169.528699021391,28.0,1.108,0.177
Existing Customer,55.54946682672964,M,1,Uneducated,Married,$80K - $120K,Blue,41,5,6,3,2552.421435600832,808,4830.0,0.781,526.8247165469728,20.0,0.613,0.143
Existing Customer,62.195022812063236,F,2,Post-Graduate,Married,Less than $40K,Blue,31,6,7,1,1612.3782021902377,1807,1030.0,0.609,1320.5232054659161,36.0,0.627,0.637
Attrited Customer,37.85656598332014,F,3,Post-Graduate,Unknown,Unknown,Blue,25,3,7,4,2244.171507996446,2517,2217.0,0.483,922.2222511215138,17.0,0.897,0.532
Existing Customer,58.70608107163429,F,2,Graduate,Married,Less than $40K,Blue,34,6,5,2,1024.3594088880143,0,2190.0,0.63,1789.6209106450997,28.0,0.581,0.0
Existing Customer,51.92807721013459,M,3,Unknown_Education,Married,$80K - $120K,Blue,38,3,5,2,9571.073950354312,0,23973.0,0.779,817.1428195199297,31.0,0.511,0.0
Existing Customer,54.105263083069964,M,3,High School,Divorced,,Blue,36,4,6,1,13568.085121469787,1368,21551.0,0.942,1225.6259525187183,40.0,0.919,0.06
Existing Customer,56.47300948555964,F,1,Graduate,Married,Unknown,Blue,31,3,7,3,3772.200756375769,0,7234.0,0.899,2046.874721904445,26.0,1.083,0.0
Existing Customer,61.283786602096846,F,3,College,Married,Less than $40K,Blue,31,2,6,2,1572.2029231732374,1974,2112.0,0.775,2781.2437457532824,47.0,0.642,0.483
Existing Customer,72.62643122516086,F,1,Graduate,Married,$40K - $60K,Blue,36,6,7,3,1438.8406003418245,2487,225.0,0.571,1956.5331812370482,34.0,0.683,0.917
Attrited Customer,70.27080163575792,M,2,Graduate,Single,$60K - $80K,Blue,36,3,7,2,7309.212172987594,0,18776.0,0.81,1263.7132688955285,32.0,0.596,0.0
Attrited Customer,51.85961780394388,M,3,College,Married,,Blue,19,2,8,4,1104.5385098318263,2517,583.0,0.35,303.9325304684248,4.0,0.2,0.812
Attrited Customer,53.77163925934795,M,4,College,Unknown,$60K - $80K,Blue,35,3,9,3,892.0534219784378,1360,1156.0,1.193,1269.4220668129599,32.0,0.681,0.541
Attrited Customer,53.276670985354684,M,1,Unknown_Education,Married,$120K +,Blue,16,3,4,4,750.6928939549222,238,1868.0,0.61,989.7404897480307,17.0,0.905,0.113
Existing Customer,39.76608670390689,M,2,High School,Married,$80K - $120K,Blue,36,5,8,3,1440.6301822157357,843,1564.0,1.008,400.96939575997044,11.0,0.4,0.35
Attrited Customer,43.71239595926848,M,3,Graduate,Single,$80K - $120K,Blue,35,6,7,4,2547.0851570366685,0,4930.0,1.019,1236.3299531820248,27.0,0.638,0.0
Existing Customer,71.76417485393891,M,0,High School,Married,$80K - $120K,Blue,47,5,5,2,1487.7536032836572,1306,1972.0,0.399,669.2317588203593,14.0,0.391,0.398
Attrited Customer,64.51602298575921,M,1,Unknown,Married,$80K - $120K,Blue,33,5,7,5,11455.013406144266,735,20430.0,0.624,1553.278715644032,35.0,0.667,0.035
Existing Customer,53.173013082745534,M,4,High School,Single,$60K - $80K,Blue,36,4,8,0,4682.695432079658,1341,12066.0,0.928,2248.1449177011964,38.0,0.615,0.1
Attrited Customer,44.27568020619098,M,1,High School,Married,$60K - $80K,Blue,17,3,6,2,2542.1550202038484,1631,6275.0,0.889,530.935190012147,24.0,0.552,0.206
Existing Customer,71.15118413402239,F,3,High School,Single,$40K - $60K,Blue,42,3,8,2,1477.497185117323,2455,418.0,1.0,1356.620579554142,25.0,0.756,0.855
Attrited Customer,58.88426609079886,F,3,Uneducated,Single,Less than $40K,Blue,30,5,6,2,636.6782770025118,912,713.0,0.877,1320.5106885269968,39.0,0.698,0.561
Existing Customer,46.459596879823025,M,2,Graduate,Single,$60K - $80K,Silver,33,4,7,2,17536.64505817285,1529,32987.0,0.609,3879.6421359734654,50.0,0.81,0.044
Attrited Customer,38.8689806889302,F,3,High School,Married,Less than $40K,Blue,30,4,10,2,1482.4076799203244,2327,953.0,0.784,1864.524330906574,36.0,1.0,0.709
Attrited Customer,45.48300150421541,F,0,Graduate,Single,Less than $40K,Blue,19,2,6,2,1114.3706709310707,1109,2307.0,0.783,1407.67089234997,25.0,1.0,0.325
Existing Customer,49.75096842774739,F,1,Unknown,Married,$40K - $60K,Blue,36,2,4,3,3251.222476769089,2184,8646.0,0.907,2948.489330049957,52.0,0.725,0.202
Attrited Customer,63.876061345626354,F,2,High School,Married,Unknown,Blue,51,3,7,3,1361.877778696678,1397,2478.0,0.573,1009.4865682546836,15.0,0.581,0.361
Attrited Customer,69.2593955355643,F,3,Uneducated,Married,Less than $40K,Blue,36,3,6,2,661.6679644756464,1235,584.0,0.798,1055.8396653799184,33.0,0.705,0.679
Attrited Customer,61.799498252500996,F,5,Graduate,Single,$40K - $60K,Blue,41,2,5,3,4232.160184454255,1699,8116.0,0.62,2328.3433373577577,40.0,0.561,0.173
Existing Customer,52.92348411790046,F,2,High School,Married,Less than $40K,Blue,30,3,9,1,1979.9543142982068,1193,3356.0,0.445,663.1107586367172,17.0,0.5,0.262
Attrited Customer,44.75356202099164,F,4,Post-Graduate,Married,,Blue,34,5,7,2,1080.586570612295,1281,740.0,0.847,2230.951604473278,48.0,0.672,0.634
Existing Customer,66.36671690186114,M,2,High School,Single,$60K - $80K,Blue,46,6,7,4,2022.6004228984127,778,4848.0,1.009,1587.6305986991886,38.0,1.049,0.138
Attrited Customer,50.116497362141786,F,3,High School,Married,Unknown,Blue,30,3,8,3,4152.873827414685,0,9874.0,0.491,680.9386588545418,21.0,0.567,0.0
Existing Customer,51.12519296746592,F,2,Unknown_Education,Married,,Blue,39,3,8,3,1065.9644348865543,1035,1761.0,0.664,1500.3942864881055,35.0,0.857,0.37
Attrited Customer,44.80642397653298,M,2,Graduate,Married,$80K - $120K,Blue,34,6,9,2,6778.034221987483,0,17438.0,1.078,497.37187687688834,22.0,0.85,0.0
Existing Customer,67.53755660421061,M,0,Doctorate,Married,,Blue,36,4,11,4,1591.1148540282375,906,4074.0,0.721,1030.8038522998845,36.0,0.886,0.182
Existing Customer,49.99360562650209,F,2,Doctorate,Married,$40K - $60K,Blue,36,1,5,2,4123.838866491742,1648,7426.0,0.727,6069.889429511485,63.0,0.803,0.182
Existing Customer,52.78243227158739,M,3,Graduate,Single,$80K - $120K,Blue,32,2,5,1,5729.863863825669,1304,10367.0,0.491,1726.725325296908,33.0,0.868,0.112
Attrited Customer,45.95496359717025,M,3,Graduate,Single,$80K - $120K,Blue,24,4,6,2,8032.0217306140175,864,22697.0,1.373,555.3020156140286,37.0,1.0,0.037
Attrited Customer,58.77550756036048,M,2,Graduate,Single,$80K - $120K,Blue,43,2,9,3,1013.4385874878179,1919,465.0,0.5,1128.8972049920392,19.0,0.471,0.805
Attrited Customer,57.46242534495126,M,2,High School,Married,$120K +,Blue,39,2,7,2,5514.557540677953,949,10765.0,1.036,2063.6845477647857,28.0,0.659,0.081
Attrited Customer,86.01217551105879,M,0,Uneducated,Married,Unknown,Blue,56,3,7,2,3829.5515109730964,1295,8849.0,0.758,496.2859260530228,13.0,1.182,0.128
Attrited Customer,50.05069812455183,F,3,College,Unknown,Unknown,Blue,35,5,5,2,4589.914675747453,2336,8902.0,0.911,2330.3206718340552,23.0,0.892,0.208
Existing Customer,62.126420385253965,M,4,Graduate,Single,$80K - $120K,Blue,36,4,5,3,16705.058613685804,1046,29620.0,0.801,1833.1856640137692,28.0,0.886,0.034
Attrited Customer,43.84160927530884,F,1,Unknown_Education,Single,Less than $40K,Blue,26,4,6,3,1300.8321711614203,2496,156.0,0.561,865.9234278932976,29.0,1.071,0.941
Existing Customer,56.68260893577631,M,2,Graduate,Married,$120K +,Blue,42,3,9,0,9394.106135505326,1707,22514.0,0.816,495.56493892875204,22.0,0.538,0.07
Attrited Customer,61.41686557356633,F,2,Unknown_Education,Married,,Blue,34,5,7,1,2813.7864996464727,1499,3872.0,0.737,1350.0489521359195,33.0,0.65,0.279
Existing Customer,47.174284182334816,M,3,College,Divorced,$40K - $60K,Blue,37,1,9,2,1331.3994960587277,0,2449.0,0.706,1365.3958041617577,39.0,0.63,0.0
Attrited Customer,61.20806021896711,F,1,Doctorate,Divorced,Less than $40K,Blue,37,6,9,3,,1367,1340.0,0.794,1398.317768788244,32.0,0.78,0.505
Existing Customer,68.8559617606174,M,4,Unknown,Single,$80K - $120K,Silver,37,5,8,4,12165.444415736505,0,34516.0,1.06,1165.8069279313825,24.0,0.739,0.0
Existing Customer,76.11174910700691,M,0,Unknown_Education,Single,$60K - $80K,Blue,36,2,6,1,3127.3662353351697,1096,6901.0,0.716,3531.4946220547777,41.0,0.651,0.137
Existing Customer,54.94430482450374,M,4,Graduate,Married,,Blue,29,2,5,3,4556.969365754192,2216,7743.0,0.747,6029.2108590528605,31.0,0.837,0.223
Attrited Customer,72.80586888137644,F,0,Uneducated,Single,Unknown,Blue,56,5,8,5,11134.857786244469,2355,17775.0,0.716,893.1659348677382,16.0,0.633,0.117
Existing Customer,55.870676125966725,M,2,Unknown_Education,Married,$60K - $80K,Blue,34,6,6,0,1906.1795216503792,1601,1668.0,1.168,1699.2083991709742,36.0,0.947,0.49
Existing Customer,56.63130890970616,F,2,College,Divorced,Less than $40K,Blue,36,4,8,1,851.9438587014722,0,1438.3,0.906,1405.605202542983,35.0,0.833,0.0
Attrited Customer,49.479734586311906,F,2,College,Single,,Blue,36,6,6,3,4536.996558508892,0,9476.0,0.605,292.3306232819012,15.0,0.929,0.0
Existing Customer,61.169125892054886,F,2,Unknown_Education,Married,Less than $40K,Blue,39,3,8,3,2438.2475346840233,1077,3531.0,0.694,483.1558385021724,10.0,0.632,0.234
Attrited Customer,65.09748838077223,M,3,College,Married,$80K - $120K,Blue,39,3,7,2,9231.44359928304,1509,16843.0,0.898,404.2783685259549,17.0,1.071,0.082
Attrited Customer,46.91669825421183,M,3,Graduate,Single,$80K - $120K,Blue,20,1,6,2,12975.316742157636,0,32554.0,0.872,2785.4180942518415,49.0,1.122,0.0
Attrited Customer,67.08012893615368,M,4,College,Single,$60K - $80K,Blue,42,3,8,3,1678.034474623727,0,3096.0,0.684,1964.0529929121974,38.0,0.776,0.0
Existing Customer,62.97966123194359,M,2,High School,Unknown,$60K - $80K,Blue,42,6,7,2,1019.3111986669225,786,2231.0,1.081,368.78903984361745,20.0,0.762,0.261
Attrited Customer,58.68408653955466,F,1,Unknown,Married,Less than $40K,Blue,36,3,9,4,1505.9469452103685,0,2983.0,0.865,1012.0492323464803,16.0,0.586,0.0
Existing Customer,45.9253374342577,F,4,Unknown_Education,Single,$40K - $60K,Blue,38,6,8,3,4346.243692390873,2517,5364.0,0.738,1277.2997125542518,23.0,0.711,0.319
Existing Customer,42.83144900236884,M,4,Unknown_Education,Married,$40K - $60K,Blue,28,5,9,3,5136.153646310294,0,9815.0,0.859,7343.462083283466,36.0,0.679,0.0
Attrited Customer,68.84979456696233,M,3,Doctorate,Married,$80K - $120K,Blue,38,6,7,2,5166.192963010753,1417,11518.0,0.738,1168.5759054187251,22.0,0.743,0.11
Existing Customer,56.35859539603844,F,2,Post-Graduate,Single,Less than $40K,Blue,16,3,7,2,1345.5427927362277,2446,527.0,0.612,1708.7589730454604,28.0,0.95,0.823
Attrited Customer,58.373227009768804,M,3,Doctorate,Single,$40K - $60K,Blue,37,5,8,3,1985.8540648697126,0,4354.0,0.738,1133.3578431521573,22.0,0.686,0.0
Existing Customer,59.531840910424414,M,4,College,Unknown,$120K +,Blue,34,5,7,3,3794.910768448349,1590,7284.0,0.698,659.2879069392507,30.0,0.647,0.179
Attrited Customer,65.79976890712953,F,1,Graduate,Single,Less than $40K,Blue,50,4,7,4,1738.632101450195,606,3082.0,0.57,3494.116747572767,58.0,0.791,0.164
Attrited Customer,53.05253412800286,M,2,Graduate,Married,$40K - $60K,Blue,42,2,8,3,1348.3081260396355,1657,773.0,0.659,2862.538807695316,37.0,0.449,0.682
Attrited Customer,67.74409191163363,F,1,Uneducated,Married,Less than $40K,Blue,36,5,6,2,1141.9874480680692,2000,258.0,0.611,840.8607054013173,15.0,0.68,0.886
Attrited Customer,73.48129373489911,F,0,Graduate,Single,Less than $40K,Blue,36,1,6,4,516.663088179683,0,1682.0,0.75,464.3129501153463,16.0,0.5,0.0
Attrited Customer,55.20465102979877,M,3,Unknown_Education,Married,$80K - $120K,Blue,44,3,7,3,,0,11606.0,0.797,687.1914413789941,15.0,0.393,0.0
Existing Customer,41.44776458988562,M,1,Unknown_Education,Single,,Blue,26,4,6,2,928.7111601509006,0,2037.0,0.88,759.5647880055168,29.0,0.641,0.0
Existing Customer,68.29396467537879,F,2,Graduate,Married,$40K - $60K,Silver,41,6,9,1,9294.870668563155,2076,13926.0,0.293,1146.9985658271137,23.0,1.167,0.13
Existing Customer,48.49630921117913,M,2,High School,Married,,Blue,26,4,5,4,7357.7043039185055,1691,14291.0,0.808,627.4887026428813,13.0,0.739,0.106
Attrited Customer,56.95171277475583,M,3,Unknown_Education,Married,$80K - $120K,Blue,34,5,8,4,792.984918827575,1427,437.0,0.725,1905.518986233862,25.0,0.587,0.766
Existing Customer,46.73989889829611,M,4,Unknown,Married,$60K - $80K,Blue,36,5,6,2,,857,877.0,0.752,2355.9512716615563,41.0,0.714,0.494
Attrited Customer,46.514321801253445,F,2,Graduate,Unknown,$40K - $60K,Blue,23,6,5,3,761.8796556515847,901,1123.0,0.659,1948.3944480348066,46.0,0.75,0.445
Existing Customer,41.92236739137847,M,0,High School,Married,$60K - $80K,Blue,36,5,8,4,2086.3359554471645,2252,2264.0,0.889,843.1327896123784,13.0,0.846,0.499
Existing Customer,59.189078357805506,M,3,Uneducated,Married,$80K - $120K,Blue,42,4,9,3,5596.971893547215,1626,8101.0,1.006,1584.4315678916494,30.0,0.676,0.167
Existing Customer,55.59593691547815,F,2,High School,Single,Unknown,Blue,30,2,5,1,10491.207553692577,0,27670.0,0.645,5913.897849698142,70.0,0.797,0.0
Attrited Customer,66.54070268908313,F,1,Uneducated,Single,Less than $40K,Blue,43,6,6,3,795.1799535785993,1257,869.0,0.632,1344.997724071258,41.0,0.892,0.591
Existing Customer,70.72960787872583,F,2,Graduate,Married,Less than $40K,Blue,47,3,4,2,1921.1977590960046,1300,3280.0,0.519,683.8462882169069,11.0,0.7,0.284
Attrited Customer,28.596937456487318,M,0,High School,Single,$40K - $60K,Blue,15,3,5,3,1319.076397981367,0,3324.0,0.537,410.22441749061306,10.0,0.692,0.0
Existing Customer,55.85802252493335,F,3,Graduate,Divorced,Unknown,Blue,41,3,10,3,2732.86477761033,0,7860.0,0.598,1293.6304641937459,30.0,0.617,0.0
Existing Customer,45.259140115568016,M,3,College,Married,$120K +,Blue,26,3,5,3,7279.508594259555,939,16177.0,1.575,822.8768980204634,24.0,0.731,0.055
Existing Customer,55.70188140414332,F,3,Unknown,Married,Less than $40K,Blue,31,4,7,2,2245.6758919425088,0,5702.0,0.773,1854.2865685995596,26.0,0.744,0.0
Existing Customer,59.421559453261885,M,3,High School,Married,,Blue,42,4,7,2,4671.437305446267,1805,8350.0,0.673,542.5081176193983,18.0,0.815,0.178
Attrited Customer,74.6284994236388,F,1,High School,Single,Less than $40K,Blue,46,2,6,2,,1939,5545.0,0.994,2319.7763632939937,30.0,0.333,0.259
Existing Customer,41.54628403697631,M,3,Unknown,Single,$40K - $60K,Blue,24,3,7,4,1899.345864851704,1721,2841.0,0.896,688.0489479114601,29.0,1.5,0.377
Attrited Customer,59.835168633126,M,2,High School,Married,,Silver,35,4,9,3,19897.737343955996,511,32669.0,0.681,216.8390692408228,8.0,0.273,0.015
Existing Customer,75.32124302982658,F,1,Doctorate,Single,Unknown,Silver,48,1,5,1,17204.57039169829,1542,32974.0,0.603,1595.425611418202,36.0,0.556,0.045
Existing Customer,55.84291443030385,M,3,Graduate,Single,$40K - $60K,Blue,19,5,5,3,600.8967612198622,0,1705.0,0.604,1092.455820738629,29.0,0.824,0.0
Existing Customer,57.06864937074176,F,3,Graduate,Married,Less than $40K,Blue,37,3,6,4,719.5852654322856,0,1438.3,0.868,804.6177810318707,31.0,0.86,0.0
Existing Customer,53.5094607521738,F,3,High School,Single,Unknown,Blue,25,5,5,2,5984.26651044846,1870,8435.0,0.722,1778.0248272867186,26.0,0.8,0.181
Existing Customer,65.73178409005504,M,2,Graduate,Divorced,$60K - $80K,Blue,41,2,8,3,2746.5470626066394,1234,5830.0,0.955,6755.935421956565,51.0,0.585,0.175
Attrited Customer,64.44557341585397,M,3,Unknown_Education,Single,$80K - $120K,Blue,36,3,6,2,2528.1645912923273,0,7421.0,0.708,1362.3786508112694,35.0,0.786,0.0
Attrited Customer,67.89749723877057,M,2,Graduate,Married,,Blue,39,4,6,4,,2276,4232.0,1.008,1089.7427704662273,38.0,0.711,0.35
Attrited Customer,54.91747372234462,F,3,Unknown_Education,Married,Less than $40K,Blue,35,5,8,2,981.6251846403947,729,992.0,0.902,2116.3245688146353,27.0,0.644,0.424
Existing Customer,65.72579024164165,F,1,Graduate,Single,Less than $40K,Blue,54,3,8,2,1074.746761318815,0,2721.0,0.734,907.4974101296013,18.0,0.682,0.0
Existing Customer,66.41481865120512,F,2,Unknown,Single,Less than $40K,Blue,36,2,7,2,627.0885905528182,1506,82.0,0.615,2009.3303303081902,25.0,0.619,0.948
Existing Customer,52.09747728396083,F,2,Graduate,Married,Unknown,Blue,36,3,7,2,2402.204352921956,0,6038.0,0.666,961.9170846110163,30.0,0.688,0.0
Existing Customer,44.18533769516502,M,2,Unknown,Single,,Blue,24,6,9,3,13410.275839524365,1180,33336.0,0.801,933.850503371645,25.0,0.605,0.034
Attrited Customer,53.350531187912026,F,2,Post-Graduate,Married,Less than $40K,Blue,32,1,6,3,812.196039782535,1561,979.0,0.894,2391.032233806733,33.0,0.745,0.615
Existing Customer,47.89181519121967,F,3,High School,Married,Less than $40K,Blue,36,3,7,2,4019.638279848299,2451,7033.0,0.637,3490.999585051712,56.0,0.508,0.258
Existing Customer,75.53468740650098,F,5,Uneducated,Married,Less than $40K,Blue,36,6,6,4,1144.438435765345,1798,533.0,0.847,889.894806119171,22.0,0.692,0.771
Existing Customer,39.5430342703374,M,4,Uneducated,Single,$80K - $120K,Blue,30,3,7,4,8652.322936725921,0,14480.0,0.703,344.08235407210884,14.0,0.654,0.0
Existing Customer,44.02455448328124,F,1,Unknown_Education,Unknown,Less than $40K,Blue,32,3,7,3,716.2445227540036,1338,442.0,0.966,1783.4722043553531,36.0,0.673,0.752
Existing Customer,53.601290012304425,M,2,Graduate,Divorced,$60K - $80K,Blue,39,3,4,1,1724.5999587623878,870,2429.0,0.63,2246.76346041799,40.0,0.829,0.264
Existing Customer,66.40658669889258,M,1,Graduate,Single,$80K - $120K,Blue,43,4,5,3,3864.003329439668,1018,10891.0,1.006,563.026487383616,21.0,0.656,0.085
Attrited Customer,70.55430339313325,F,3,Unknown_Education,Single,Less than $40K,Blue,36,2,6,3,949.4150243783013,0,1857.0,0.488,948.7489284889008,21.0,0.839,0.0
Existing Customer,59.7510771543449,M,3,Graduate,Married,$80K - $120K,Blue,36,1,6,0,15795.136906537204,2370,27368.0,0.806,4384.056175141438,54.0,0.902,0.08
Attrited Customer,63.47275643909917,F,3,High School,Single,Less than $40K,Blue,36,2,9,3,1122.7474738175852,0,2145.0,0.577,788.608901406391,13.0,0.355,0.0
Attrited Customer,64.01974223976406,F,1,College,Married,Unknown,Blue,37,2,5,3,,0,1461.0,0.563,989.670191953847,14.0,0.379,0.0
Attrited Customer,54.098640603536424,M,2,Graduate,Married,$40K - $60K,Blue,20,4,7,3,2522.223083249396,1792,3865.0,0.904,687.717824706969,17.0,0.769,0.317
Attrited Customer,59.83675416861445,F,4,Unknown,Married,Less than $40K,Blue,30,4,5,3,5098.772099419244,1668,7109.0,0.85,1775.3137618347555,44.0,0.66,0.19
Attrited Customer,35.91525980307996,M,1,Unknown_Education,Single,,Blue,24,4,6,4,2415.455866423135,534,3635.0,0.836,3028.0718649014193,27.0,0.795,0.128
Existing Customer,62.438628216621275,F,3,High School,Married,Unknown,Blue,43,4,7,2,2383.0528365595646,0,4798.0,0.583,1013.7226501269255,35.0,0.636,0.0
Attrited Customer,43.17907146491943,F,1,Unknown_Education,Divorced,Less than $40K,Blue,30,2,9,2,1268.0236866577875,1303,1419.0,0.391,939.0556397605893,41.0,0.833,0.479
Attrited Customer,62.75127158347679,F,1,Doctorate,Married,$40K - $60K,Blue,36,2,7,2,739.173818763288,0,1438.3,0.838,921.7588034145117,24.0,0.448,0.0
Attrited Customer,48.31366208169571,F,5,Unknown_Education,Married,$40K - $60K,Blue,34,5,7,3,3635.9345078469664,1164,5971.0,1.127,1412.6953001642244,26.0,1.189,0.163
Existing Customer,66.84871213434874,M,0,Graduate,Single,$80K - $120K,Blue,56,4,9,3,630.747251045969,0,1438.3,0.794,1189.6787669298415,32.0,0.644,0.0
Existing Customer,52.02420766246921,F,3,High School,Married,Less than $40K,Blue,36,4,6,2,2172.14962955303,0,3716.0,0.886,2039.977161819386,36.0,0.521,0.0
Existing Customer,75.13709614282433,M,1,Uneducated,Married,$40K - $60K,Blue,56,3,8,2,770.7532679614236,2021,447.0,0.906,590.6236194282858,17.0,0.586,0.819
Existing Customer,47.48831430382571,F,1,Graduate,Single,$40K - $60K,Blue,37,3,4,0,3735.6362641570217,1312,10752.0,0.462,1197.1862688305491,25.0,0.675,0.109
Attrited Customer,63.43866985164221,F,5,Post-Graduate,Unknown,Less than $40K,Blue,33,3,7,2,3666.6979175819893,2466,6607.0,0.446,2877.9773404211082,19.0,1.069,0.272
Attrited Customer,40.2034148314011,F,0,High School,Single,Less than $40K,Blue,18,6,4,4,551.0202487308534,0,1438.3,0.781,616.0635242086598,15.0,0.6,0.0
Attrited Customer,46.22466570205252,F,3,High School,Married,Unknown,Blue,36,6,8,4,5005.189472259778,1281,10667.0,1.159,1202.3002521870947,23.0,0.889,0.107
Attrited Customer,74.2232459316848,F,0,Post-Graduate,Single,Less than $40K,Silver,39,6,7,3,5304.708405322557,2288,9408.0,0.973,867.3017305630385,31.0,0.765,0.196
Attrited Customer,60.06733088728521,F,4,Unknown,Single,,Gold,36,6,5,3,6068.709594812467,1648,14339.0,0.732,602.9020610244539,12.0,1.25,0.103
Attrited Customer,47.40872773247187,M,2,Unknown_Education,Married,,Blue,30,6,6,3,7542.877569317646,1059,19739.0,1.049,1795.2909943304562,53.0,0.837,0.051
Existing Customer,62.0715771991794,M,1,College,Married,$80K - $120K,Blue,33,5,8,2,6957.5169048651915,1211,15947.0,0.778,869.1306058379762,50.0,0.685,0.071
Existing Customer,68.85076840408806,F,2,Unknown_Education,Married,,Blue,45,4,7,2,5969.023241489473,2086,11040.0,0.659,846.5243221582728,20.0,0.762,0.159
Attrited Customer,48.05267214720258,F,2,Doctorate,Married,$40K - $60K,Blue,33,1,6,3,,0,1604.0,0.644,546.2441759508654,20.0,0.516,0.0
Attrited Customer,56.270408457920745,F,3,Graduate,Married,,Blue,36,5,6,3,6357.605201024246,484,17948.0,0.557,622.5271321979902,15.0,0.552,0.026
Existing Customer,51.17531804264126,M,5,High School,Single,$40K - $60K,Blue,20,5,6,1,1456.2412295665727,1879,1105.0,0.675,2341.2653443634194,27.0,0.729,0.63
Attrited Customer,70.73154476773138,F,2,Unknown_Education,Single,$40K - $60K,Blue,43,1,8,2,772.7927237829609,526,1117.0,0.829,621.1113992935964,20.0,0.583,0.32
Existing Customer,45.70357097820824,M,2,Uneducated,Single,$80K - $120K,Blue,37,3,9,4,11419.976446723362,1592,17774.0,0.679,1446.9215870910932,39.0,1.0,0.082
Existing Customer,73.67682696343871,F,1,Graduate,Unknown,Less than $40K,Blue,36,5,7,3,852.047543378542,2486,135.0,0.755,1247.4159152795348,47.0,0.733,0.948
Existing Customer,67.92779310487865,M,3,High School,Married,Less than $40K,Blue,33,6,8,0,,1430,6287.0,0.822,451.7283352563808,17.0,0.85,0.185
Existing Customer,60.57755889402162,F,4,Graduate,Married,Less than $40K,Blue,36,4,6,0,721.1854141278063,0,1717.0,0.619,339.926068411426,9.0,0.381,0.0
Attrited Customer,38.01209383473629,M,0,Unknown,Single,$40K - $60K,Blue,17,5,7,2,2572.1780954182336,0,4610.0,0.794,560.4736949279815,24.0,0.4,0.0
Existing Customer,52.877026626963016,F,2,Unknown_Education,Married,Less than $40K,Blue,31,4,7,3,3310.872678208605,2038,7721.0,0.622,1971.5418289190384,24.0,0.638,0.209
Attrited Customer,51.82434432997578,F,3,Unknown_Education,Divorced,Less than $40K,Silver,38,4,4,3,5370.115351813811,1835,9292.0,2.368,628.691576392711,13.0,1.273,0.165
Existing Customer,43.966478819711696,M,0,Unknown_Education,Divorced,$60K - $80K,Blue,22,3,8,3,3878.866717442023,0,6476.0,0.551,957.24592659511,37.0,0.65,0.0
Attrited Customer,60.47708169395261,F,5,Unknown_Education,Single,Less than $40K,Blue,36,2,7,2,501.4136664390589,0,1636.0,0.694,1088.3855908625846,11.0,0.591,0.0
Existing Customer,64.3695661486955,M,2,Unknown_Education,Married,$40K - $60K,Blue,37,6,6,1,1509.8201376541863,1525,1738.0,0.542,6079.0705663111985,52.0,0.833,0.467
Attrited Customer,65.37463291687351,F,4,Graduate,Unknown,Less than $40K,Blue,33,1,8,1,649.1398299849525,1305,674.0,0.702,1747.7187517263872,46.0,0.75,0.659
Attrited Customer,62.048301577163556,M,5,High School,Single,$60K - $80K,Blue,35,3,5,2,,995,4952.0,0.724,1399.4959683743411,30.0,0.765,0.167
Existing Customer,68.97515677868768,F,2,Unknown,Single,$40K - $60K,Blue,43,3,10,4,3027.853882603359,2517,3671.0,0.713,719.1300874551837,15.0,1.048,0.407
Existing Customer,55.2422443505814,F,4,Unknown_Education,Married,$40K - $60K,Blue,29,4,9,3,1251.3331352030098,1971,414.0,0.613,1234.7078178740524,38.0,0.653,0.826
Existing Customer,59.056047431619334,F,2,Uneducated,Divorced,Less than $40K,Blue,49,5,7,1,705.7808257825803,680,758.3,0.77,1204.095441496037,44.0,0.691,0.473
Existing Customer,48.488895540840005,F,2,High School,Single,Less than $40K,Blue,34,4,5,2,,1437,958.0,0.787,1848.689796285682,35.0,0.822,0.6
Attrited Customer,62.01920848418413,M,3,Unknown,Single,$60K - $80K,Blue,32,1,6,3,2179.4775139339827,1046,3651.0,0.313,392.4486338644063,10.0,0.318,0.223
Existing Customer,68.48653997687182,F,3,High School,Married,Less than $40K,Blue,42,4,8,3,544.171705841555,1108,330.3,0.782,1573.5227940190146,28.0,0.765,0.77
Existing Customer,69.7761984622557,F,1,High School,Single,Less than $40K,Blue,43,3,5,2,1072.488732055207,1934,989.0,0.577,913.4748415466725,38.0,0.7,0.662
Attrited Customer,73.86997460264138,F,2,Unknown,Single,Less than $40K,Blue,36,3,8,4,1460.6152189354593,411,2164.0,0.833,1156.9384114893728,21.0,0.593,0.16
Existing Customer,40.85647703855955,F,2,College,Divorced,Less than $40K,Blue,14,4,9,3,994.5393779601341,2130,419.0,0.693,792.8560526783303,27.0,0.794,0.836
Existing Customer,46.5734135445763,F,4,Unknown_Education,Married,Unknown,Blue,36,5,7,4,,1775,6892.0,0.729,791.3562026958442,34.0,0.533,0.205
