Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,churn,prediction,proba
Existing Customer,62.21250470449499,M,4,Post-Graduate,Single,$80K - $120K,Blue,36,6,7,3,16553.15768355813,2362,28005.0,1.708,430.833160879344,8.0,0.929,0.078,0,0,0.36589633646525443
Attrited Customer,55.7441996260614,M,3,Graduate,Divorced,$40K - $60K,Blue,32,1,7,2,1842.7726450035505,0,3575.0,0.843,2109.1111861943864,24.0,0.737,0.0,1,1,0.9938965508119869
Existing Customer,59.43495210746343,F,4,Unknown_Education,Single,,Blue,34,6,7,1,1179.4395197423228,0,2711.0,0.636,1566.6113455847317,30.0,1.031,0.0,0,0,0.10626167773046413
Attrited Customer,55.97223110167016,F,3,College,Single,Less than $40K,Blue,42,5,8,1,692.0568571754308,0,1438.3,0.612,1871.5990684551527,39.0,0.891,0.0,1,0,0.049679516008619716
Existing Customer,78.74439906720093,F,1,Graduate,Single,Less than $40K,Blue,56,6,8,2,1423.012752157979,1619,2994.0,0.697,562.5583509131205,33.0,0.722,0.351,0,1,0.810344753067819
Attrited Customer,57.51795550123819,F,2,Graduate,Married,$40K - $60K,Blue,36,4,8,4,1106.1203514542913,1160,787.0,1.227,1116.5501690169629,28.0,1.29,0.596,1,0,0.0006087151963505887
Attrited Customer,31.889672180794378,M,1,Uneducated,Single,$40K - $60K,Blue,22,2,7,3,6384.519116977099,1203,10319.0,0.847,3729.740131766479,59.0,0.831,0.104,1,0,0.0966477427598464
Existing Customer,67.6339589524298,F,3,Graduate,Married,Less than $40K,Blue,47,5,12,2,1240.5771172252666,2223,536.0,1.32,1025.198767436874,25.0,1.0,0.806,0,0,0.003516496600637295
Attrited Customer,71.31326993809016,M,0,Unknown,Married,$60K - $80K,Blue,47,5,4,3,2269.154771645371,1037,3504.0,0.825,1193.475802284708,14.0,0.467,0.228,1,0,0.0430955047363929
Attrited Customer,64.8235828995172,F,3,High School,Single,$40K - $60K,Blue,29,6,6,2,756.988090899025,751,794.0,0.551,1393.0999583278913,19.0,0.59,0.486,1,0,0.02967807747759623
Attrited Customer,63.396357284122416,F,2,Uneducated,Married,Unknown,Blue,51,3,9,2,1320.2159209880688,284,2120.0,0.866,1146.1707718657508,21.0,0.5,0.118,1,1,0.9094198143867295
Existing Customer,59.34163528983426,F,2,College,Married,Less than $40K,Blue,44,5,4,3,2204.0706047399094,2439,2131.0,0.693,751.9729228095881,13.0,0.7,0.534,0,1,0.9950484267221729
Attrited Customer,84.35606033810944,F,1,College,Married,Less than $40K,Blue,49,3,9,2,1949.2807344687244,1285,2561.0,0.608,622.3079654079825,28.0,0.621,0.334,1,1,0.9127153950758945
Existing Customer,63.68622011086103,M,3,College,Married,$80K - $120K,Blue,45,4,8,0,1294.6526133502337,1655,1725.0,0.636,334.6848849621459,30.0,0.706,0.49,0,0,0.4369884081212654
Existing Customer,47.01741537526679,F,3,Graduate,Single,Less than $40K,Blue,31,3,7,3,1498.4479315546248,2159,778.0,0.67,909.012536578982,16.0,0.7,0.735,0,1,0.6360108834724373
Attrited Customer,68.21935798640524,F,2,Doctorate,Single,$40K - $60K,Blue,38,5,5,4,1517.6877959934675,1026,2583.0,0.67,1763.2018143721837,34.0,0.588,0.284,1,0,0.4158856475690472
Attrited Customer,57.67124393925005,F,4,Unknown_Education,Single,$40K - $60K,Blue,39,6,5,3,3922.6189638151286,1326,6056.0,0.806,1057.241428992396,34.0,0.667,0.18,1,0,0.1346695263591548
Existing Customer,70.5783084679139,F,1,Unknown,Married,Less than $40K,Blue,52,6,9,3,,2094,214.0,0.722,1336.0757039799196,29.0,0.75,0.907,0,0,0.01016692949923077
Attrited Customer,64.84938154198612,M,1,Unknown,Married,$120K +,Blue,36,6,8,4,8245.088767037638,1967,21881.0,0.462,737.853711640703,15.0,0.72,0.082,1,1,0.764829596475203
Existing Customer,60.128444205794224,F,4,Doctorate,Single,Less than $40K,Blue,36,3,5,2,1639.1393141471858,901,1864.0,0.898,1996.0040425770185,30.0,0.905,0.326,0,0,0.3941601966303273
Attrited Customer,52.65786442959176,M,2,Graduate,Unknown,,Blue,37,2,9,0,6208.177798049136,1334,14487.0,0.81,2371.05524274588,57.0,0.635,0.084,1,0,0.0802367822533014
Existing Customer,52.90025142815156,F,3,Unknown_Education,Single,Unknown,Blue,31,4,7,3,5622.151792842889,940,17116.0,0.629,1308.1064199704374,27.0,0.6,0.052,0,0,0.06089963372383466
Attrited Customer,68.06839397704623,F,3,Unknown_Education,Divorced,Unknown,Blue,36,4,7,6,2514.6150302219903,0,7939.0,0.551,715.3345544703504,19.0,0.312,0.0,1,1,0.999825284801107
Existing Customer,41.61894795337039,M,1,Post-Graduate,Married,Less than $40K,Blue,17,5,4,2,2856.398943758016,1227,5946.0,0.646,629.2107726624548,11.0,0.737,0.171,0,1,0.9148878646259031
Existing Customer,53.61541724822277,F,2,High School,Single,Less than $40K,Blue,36,6,5,4,1234.4141818681742,1414,2172.0,0.745,746.1541668561224,20.0,0.727,0.394,0,1,0.9373327442508917
Existing Customer,67.80315014132002,F,3,Unknown_Education,Single,Unknown,Platinum,46,2,9,2,20343.963520876703,0,34516.0,0.887,1692.213841434124,54.0,0.632,0.0,0,1,0.7834458808058602
Existing Customer,49.80791738409102,M,3,High School,Single,$60K - $80K,Blue,36,4,8,3,1507.1878335573192,795,2542.0,0.524,1625.147287001145,22.0,0.619,0.238,0,0,0.13593305677850923
Existing Customer,55.54582697709446,F,5,Graduate,Single,Less than $40K,Blue,28,3,9,2,883.2131587301839,0,2077.0,0.59,1432.131722899939,22.0,0.917,0.0,0,0,0.36403043391399204
Existing Customer,59.01926534565588,F,4,College,Married,Less than $40K,Blue,36,5,7,2,1353.0697650486325,2517,832.0,0.786,1591.6861124084062,29.0,1.391,0.752,0,0,0.0029340231609509466
Existing Customer,53.2886150821714,M,3,Unknown,Married,,Blue,32,2,7,3,2947.467686049046,1239,6298.0,0.854,3042.2345213361564,46.0,0.579,0.164,0,1,0.931766658234149
Attrited Customer,57.49581238097503,M,3,Unknown_Education,Married,,Blue,38,5,5,4,17840.021435856554,1662,32854.0,0.504,973.0138599130552,34.0,0.9,0.048,1,0,0.09718717387345141
Existing Customer,59.23213409350875,M,3,Unknown_Education,Single,$60K - $80K,Silver,29,4,7,3,11241.391751367608,2040,32476.0,0.764,1044.1424725808472,31.0,1.038,0.059,0,0,0.032128071499102843
Attrited Customer,69.82897455435238,M,0,Graduate,Single,,Blue,36,3,6,5,2234.531416637417,2517,1295.0,0.586,1159.632028908564,16.0,0.731,0.66,1,0,0.32587210014348506
Attrited Customer,60.84835587876822,F,0,Graduate,Married,Less than $40K,Blue,32,4,6,3,875.3576043857947,331,1426.0,0.879,571.7573391879871,23.0,0.516,0.188,1,1,0.9984696900420806
Attrited Customer,67.29717443827604,M,2,High School,Married,$80K - $120K,Blue,41,5,5,3,5259.499332702388,0,14902.0,0.312,486.2727144030774,17.0,0.625,0.0,1,1,0.9986150857878384
Existing Customer,59.21815275427247,F,4,High School,Unknown,Less than $40K,Blue,39,3,6,3,865.0206272083658,1793,993.0,0.803,826.9733741175546,26.0,0.659,0.644,0,1,0.9796366848042141
Existing Customer,49.10929813549524,F,1,Unknown_Education,Married,Unknown,Blue,15,2,6,2,3743.768828418378,0,7469.0,0.688,4337.910639129001,67.0,0.718,0.0,0,0,0.01581433410717962
Attrited Customer,69.46722131372499,M,3,Graduate,Married,$120K +,Blue,47,3,6,2,10578.246147295236,0,27088.0,0.581,492.850552076257,14.0,0.846,0.0,1,1,0.9920461851238787
Attrited Customer,46.54869295920331,F,1,College,Single,,Blue,28,2,6,2,2285.0149986182764,1366,3257.0,0.776,5513.876501306314,47.0,0.735,0.295,1,0,0.16674433492360494
Attrited Customer,45.37052487368091,M,0,Unknown_Education,Single,$40K - $60K,Blue,13,5,6,2,,1196,851.0,0.623,526.2235365888141,14.0,0.941,0.584,1,1,0.6679300053880683
Attrited Customer,46.780084023777135,F,4,Graduate,Single,$40K - $60K,Blue,30,6,6,3,,2517,11236.0,0.652,3020.9896034935314,21.0,0.692,0.183,1,1,0.9722592549347286
Existing Customer,64.51047338188927,M,3,Graduate,Single,$60K - $80K,Blue,47,6,8,3,6184.497967552902,0,16320.0,0.757,638.647470307801,21.0,0.708,0.0,0,1,0.9949966253926162
Attrited Customer,60.333123953082655,M,1,Graduate,Unknown,$80K - $120K,Blue,39,3,7,1,848.3010305894234,641,797.3,0.66,2524.4285177160814,38.0,0.519,0.446,1,1,0.5645739705492748
Existing Customer,61.4616420005981,F,2,Unknown_Education,Unknown,Less than $40K,Blue,36,3,5,1,,1902,821.0,0.723,1359.245649291409,41.0,0.75,0.698,0,0,0.013042640854117693
Existing Customer,59.762762155058674,F,2,Graduate,Married,$40K - $60K,Blue,43,1,8,3,1265.1732408589678,1649,2441.0,0.752,3352.005731718054,33.0,0.673,0.403,0,0,0.49412725176931604
Existing Customer,72.86421789218932,F,2,Unknown_Education,Divorced,Less than $40K,Blue,36,2,5,1,582.6346948163359,0,1438.3,0.765,2064.024393638375,35.0,0.625,0.0,0,1,0.5504338387404972
Existing Customer,54.53068983025487,F,1,Graduate,Single,Less than $40K,Blue,35,1,6,3,1950.1570728812287,1411,3566.0,0.652,1053.521417896492,40.0,0.848,0.284,0,1,0.9445781778165896
Existing Customer,55.66727975115251,M,4,Unknown_Education,Divorced,$80K - $120K,Blue,34,5,7,4,2324.935047914582,1887,5263.0,0.455,906.7787129126144,26.0,0.643,0.264,0,0,0.21963690674031405
Attrited Customer,48.665657181671214,M,0,Post-Graduate,Married,$60K - $80K,Blue,26,6,7,3,2056.6183182633604,1491,3987.0,1.304,510.1686257103999,26.0,0.571,0.272,1,0,0.34072244092005405
Existing Customer,47.18371375767151,M,3,Unknown,Divorced,$60K - $80K,Blue,24,2,9,3,9958.43572341736,1138,19328.0,0.868,4309.441396313382,32.0,0.54,0.056,0,1,0.92718178125214
Attrited Customer,51.83900457008989,F,3,High School,Unknown,Less than $40K,Blue,36,2,6,2,676.1672376488345,0,1817.0,0.583,633.1597613709004,21.0,0.833,0.0,1,1,0.9988868928464973
Existing Customer,61.29561009331486,M,2,Graduate,Married,$40K - $60K,Blue,34,3,8,1,1847.0682967553985,0,4396.0,0.592,1088.647184437101,43.0,1.053,0.0,0,0,0.12362539513047542
Existing Customer,53.111368300492046,F,3,High School,Married,Unknown,Blue,31,3,8,1,1301.4612719952224,2039,653.0,0.853,1075.0774575146272,35.0,0.78,0.757,0,0,0.02074929971432243
Existing Customer,50.81342949161455,M,2,Graduate,Married,$80K - $120K,Blue,36,6,7,3,3382.6868393396912,2140,6993.0,0.649,1772.1836745278265,44.0,0.63,0.234,0,0,0.014935940650226841
Existing Customer,57.97711425214444,M,2,Graduate,Unknown,,Silver,36,6,8,0,9311.16877139906,0,27000.0,0.61,423.9145603215049,12.0,0.3,0.0,0,1,0.919996025952111
Attrited Customer,53.11692869460301,M,2,High School,Married,$40K - $60K,Blue,33,1,9,3,6591.917793806863,1823,9706.0,0.727,1983.308843239176,41.0,0.702,0.158,1,1,0.8805142365053523
Existing Customer,45.72265619274887,F,5,Uneducated,Single,$40K - $60K,Blue,26,4,9,4,892.7537379241028,928,1336.0,0.662,1278.6381808057115,46.0,0.844,0.41,0,0,0.02536572047268019
Existing Customer,64.60903029115585,F,3,Uneducated,Divorced,Less than $40K,Blue,43,5,7,2,1167.9598194286073,1516,867.0,0.857,1474.1732548871562,28.0,0.95,0.636,0,0,0.006736160870350306
Existing Customer,51.03265362421273,F,1,College,Married,Less than $40K,Blue,32,6,8,3,1213.1517796110725,0,2225.0,1.06,1802.5757939022344,45.0,0.75,0.0,0,0,0.08157496538605465
Attrited Customer,72.80308750425425,F,3,Graduate,Single,Less than $40K,Blue,44,4,5,3,1357.998002324401,2044,1372.0,0.994,600.8780167173744,18.0,0.92,0.598,1,1,0.9349146206602165
Attrited Customer,77.01795974719974,F,0,Graduate,Married,Less than $40K,Blue,56,4,7,4,1331.1190617668149,2266,828.0,0.724,667.0505702029844,19.0,0.321,0.732,1,1,0.9689429740379295
Existing Customer,69.58457623611025,F,2,Unknown_Education,Married,$40K - $60K,Blue,45,2,6,2,1759.5884622548083,913,3708.0,0.917,2466.324145877692,42.0,0.745,0.198,0,1,0.9903231049020624
Existing Customer,39.73163042197108,F,2,Graduate,Divorced,Unknown,Blue,23,6,6,1,6864.143596347395,1376,16956.0,0.6,908.8832580833972,28.0,0.675,0.075,0,0,0.30073413098759194
Attrited Customer,67.9880823061148,M,0,High School,Unknown,$80K - $120K,Blue,44,2,7,3,8497.145099996322,2176,20565.0,0.689,3378.432650632221,54.0,0.887,0.096,1,0,0.24769334060618872
Attrited Customer,61.06088674846509,M,3,Uneducated,Single,$120K +,Blue,48,5,9,4,6602.037324346232,0,20974.0,0.0,451.2209863934439,15.0,0.0,0.0,1,1,0.9994773346824154
Attrited Customer,49.41068219882771,M,3,Unknown_Education,Married,$60K - $80K,Silver,13,4,9,2,14424.017486766072,1173,27001.0,0.779,7187.186650077553,33.0,0.714,0.042,1,1,0.9174781839436276
Attrited Customer,50.40049069226117,F,3,Unknown_Education,Single,Less than $40K,Blue,35,6,9,5,2243.364063305875,1573,3919.0,0.636,1069.0444344019063,20.0,0.667,0.286,1,0,0.0458125994777838
Existing Customer,53.89428570669213,F,5,Unknown,Single,Less than $40K,Blue,24,4,9,3,1201.0032234612966,1224,779.0,0.646,485.28146039599056,21.0,0.355,0.611,0,1,0.9065746053949933
Existing Customer,40.37286355163177,M,1,Unknown_Education,Single,$40K - $60K,Blue,21,2,6,1,5065.488988712968,787,9497.0,0.739,6526.228008189492,48.0,0.84,0.077,0,1,0.9681490702914812
Attrited Customer,59.26344321554848,F,3,High School,Married,Unknown,Blue,36,3,7,4,3811.7187707064327,0,7772.0,0.896,911.87450380931,27.0,0.576,0.0,1,1,0.9906369032179088
Existing Customer,70.32496891049304,F,1,Graduate,Married,Less than $40K,Blue,38,5,9,2,1205.8995941492033,1037,996.0,1.064,1129.2147120773466,40.0,0.708,0.51,0,0,0.0060307355159302575
Existing Customer,44.53316927439355,M,4,College,Unknown,$80K - $120K,Blue,25,3,7,1,,0,1962.0,0.684,521.0468065431321,9.0,0.688,0.0,0,1,0.9905768137869173
Attrited Customer,39.08676504286636,M,2,Unknown_Education,Single,$60K - $80K,Blue,24,5,7,5,12650.1747585733,840,22192.0,0.739,1332.3427625901836,35.0,0.698,0.036,1,0,0.030134962538917006
Attrited Customer,44.464348409140285,F,4,High School,Married,Unknown,Blue,30,5,6,2,3726.13126674394,1620,7519.0,0.773,2169.528699021391,28.0,1.108,0.177,1,0,0.0428356966392998
Existing Customer,55.54946682672964,M,1,Uneducated,Married,$80K - $120K,Blue,41,5,6,3,2552.421435600832,808,4830.0,0.781,526.8247165469728,20.0,0.613,0.143,0,1,0.9783125893840283
Existing Customer,62.19502281206324,F,2,Post-Graduate,Married,Less than $40K,Blue,31,6,7,1,1612.3782021902375,1807,1030.0,0.609,1320.523205465916,36.0,0.627,0.637,0,0,0.003471749684475271
Attrited Customer,37.85656598332014,F,3,Post-Graduate,Unknown,Unknown,Blue,25,3,7,4,2244.171507996446,2517,2217.0,0.483,922.2222511215138,17.0,0.897,0.532,1,1,0.6294224042018302
Existing Customer,58.70608107163429,F,2,Graduate,Married,Less than $40K,Blue,34,6,5,2,1024.3594088880145,0,2190.0,0.63,1789.6209106450997,28.0,0.581,0.0,0,1,0.8677112741192613
Existing Customer,51.92807721013459,M,3,Unknown_Education,Married,$80K - $120K,Blue,38,3,5,2,9571.073950354312,0,23973.0,0.779,817.1428195199297,31.0,0.511,0.0,0,1,0.9995609948942531
Existing Customer,54.10526308306997,M,3,High School,Divorced,,Blue,36,4,6,1,13568.085121469789,1368,21551.0,0.942,1225.6259525187183,40.0,0.919,0.06,0,0,0.001831880993409547
Existing Customer,56.47300948555964,F,1,Graduate,Married,Unknown,Blue,31,3,7,3,3772.200756375769,0,7234.0,0.899,2046.874721904445,26.0,1.083,0.0,0,0,0.2938287425035331
Existing Customer,61.283786602096846,F,3,College,Married,Less than $40K,Blue,31,2,6,2,1572.2029231732374,1974,2112.0,0.775,2781.2437457532824,47.0,0.642,0.483,0,1,0.9780977070570918
Existing Customer,72.62643122516086,F,1,Graduate,Married,$40K - $60K,Blue,36,6,7,3,1438.8406003418245,2487,225.0,0.571,1956.533181237048,34.0,0.683,0.917,0,0,0.39134639235316765
Attrited Customer,70.27080163575792,M,2,Graduate,Single,$60K - $80K,Blue,36,3,7,2,7309.212172987594,0,18776.0,0.81,1263.7132688955285,32.0,0.596,0.0,1,1,0.5293554343301772
Attrited Customer,51.85961780394388,M,3,College,Married,,Blue,19,2,8,4,1104.5385098318263,2517,583.0,0.35,303.9325304684248,4.0,0.2,0.812,1,1,0.9994857541523675
Attrited Customer,53.77163925934795,M,4,College,Unknown,$60K - $80K,Blue,35,3,9,3,892.0534219784378,1360,1156.0,1.193,1269.42206681296,32.0,0.681,0.541,1,0,0.0030836500847598145
Attrited Customer,53.27667098535469,M,1,Unknown_Education,Married,$120K +,Blue,16,3,4,4,750.6928939549222,238,1868.0,0.61,989.7404897480308,17.0,0.905,0.113,1,1,0.9542632728529756
Existing Customer,39.76608670390689,M,2,High School,Married,$80K - $120K,Blue,36,5,8,3,1440.6301822157357,843,1564.0,1.008,400.9693957599704,11.0,0.4,0.35,0,1,0.9869956887646234
Attrited Customer,43.71239595926848,M,3,Graduate,Single,$80K - $120K,Blue,35,6,7,4,2547.0851570366685,0,4930.0,1.019,1236.3299531820248,27.0,0.638,0.0,1,0,0.16649206478555556
Existing Customer,71.76417485393891,M,0,High School,Married,$80K - $120K,Blue,47,5,5,2,1487.7536032836572,1306,1972.0,0.399,669.2317588203593,14.0,0.391,0.398,0,1,0.8412073773416149
Attrited Customer,64.51602298575921,M,1,Unknown,Married,$80K - $120K,Blue,33,5,7,5,11455.013406144266,735,20430.0,0.624,1553.278715644032,35.0,0.667,0.035,1,0,0.0209511389063532
Existing Customer,53.173013082745534,M,4,High School,Single,$60K - $80K,Blue,36,4,8,0,4682.695432079658,1341,12066.0,0.928,2248.1449177011964,38.0,0.615,0.1,0,0,0.14358811311511635
Attrited Customer,44.27568020619098,M,1,High School,Married,$60K - $80K,Blue,17,3,6,2,2542.1550202038484,1631,6275.0,0.889,530.935190012147,24.0,0.552,0.206,1,1,0.8737833870759852
Existing Customer,71.15118413402239,F,3,High School,Single,$40K - $60K,Blue,42,3,8,2,1477.497185117323,2455,418.0,1.0,1356.620579554142,25.0,0.756,0.855,0,0,0.11086531057384338
Attrited Customer,58.88426609079886,F,3,Uneducated,Single,Less than $40K,Blue,30,5,6,2,636.6782770025118,912,713.0,0.877,1320.5106885269968,39.0,0.698,0.561,1,0,0.031206474114864158
Existing Customer,46.45959687982303,M,2,Graduate,Single,$60K - $80K,Silver,33,4,7,2,17536.64505817285,1529,32987.0,0.609,3879.6421359734654,50.0,0.81,0.044,0,0,0.0304710988885309
Attrited Customer,38.8689806889302,F,3,High School,Married,Less than $40K,Blue,30,4,10,2,1482.4076799203244,2327,953.0,0.784,1864.524330906574,36.0,1.0,0.709,1,0,0.010963597144862908
Attrited Customer,45.48300150421541,F,0,Graduate,Single,Less than $40K,Blue,19,2,6,2,1114.370670931071,1109,2307.0,0.783,1407.67089234997,25.0,1.0,0.325,1,1,0.6245032726994538
Existing Customer,49.75096842774739,F,1,Unknown,Married,$40K - $60K,Blue,36,2,4,3,3251.222476769089,2184,8646.0,0.907,2948.489330049957,52.0,0.725,0.202,0,1,0.929623710564395
Attrited Customer,63.876061345626354,F,2,High School,Married,Unknown,Blue,51,3,7,3,1361.877778696678,1397,2478.0,0.573,1009.4865682546836,15.0,0.581,0.361,1,0,0.354800923200608
Attrited Customer,69.2593955355643,F,3,Uneducated,Married,Less than $40K,Blue,36,3,6,2,661.6679644756464,1235,584.0,0.798,1055.8396653799184,33.0,0.705,0.679,1,0,0.031865803925271316
Attrited Customer,61.799498252501,F,5,Graduate,Single,$40K - $60K,Blue,41,2,5,3,4232.160184454255,1699,8116.0,0.62,2328.3433373577577,40.0,0.561,0.173,1,1,0.9970707281520399
Existing Customer,52.92348411790046,F,2,High School,Married,Less than $40K,Blue,30,3,9,1,1979.9543142982068,1193,3356.0,0.445,663.1107586367172,17.0,0.5,0.262,0,1,0.906315570853244
Attrited Customer,44.75356202099164,F,4,Post-Graduate,Married,,Blue,34,5,7,2,1080.586570612295,1281,740.0,0.847,2230.951604473278,48.0,0.672,0.634,1,0,0.4220477069014437
Existing Customer,66.36671690186114,M,2,High School,Single,$60K - $80K,Blue,46,6,7,4,2022.6004228984127,778,4848.0,1.009,1587.6305986991886,38.0,1.049,0.138,0,0,0.010549938305778567
Attrited Customer,50.116497362141786,F,3,High School,Married,Unknown,Blue,30,3,8,3,4152.873827414685,0,9874.0,0.491,680.9386588545418,21.0,0.567,0.0,1,1,0.9980255661140731
Existing Customer,51.12519296746592,F,2,Unknown_Education,Married,,Blue,39,3,8,3,1065.9644348865545,1035,1761.0,0.664,1500.3942864881055,35.0,0.857,0.37,0,0,0.07282522865147345
Attrited Customer,44.80642397653298,M,2,Graduate,Married,$80K - $120K,Blue,34,6,9,2,6778.034221987483,0,17438.0,1.078,497.37187687688834,22.0,0.85,0.0,1,1,0.893288140241611
Existing Customer,67.53755660421061,M,0,Doctorate,Married,,Blue,36,4,11,4,1591.1148540282377,906,4074.0,0.721,1030.8038522998845,36.0,0.886,0.182,0,0,0.06475389464465002
Existing Customer,49.99360562650209,F,2,Doctorate,Married,$40K - $60K,Blue,36,1,5,2,4123.838866491742,1648,7426.0,0.727,6069.889429511485,63.0,0.803,0.182,0,1,0.7143041412462263
Existing Customer,52.78243227158739,M,3,Graduate,Single,$80K - $120K,Blue,32,2,5,1,5729.863863825669,1304,10367.0,0.491,1726.725325296908,33.0,0.868,0.112,0,1,0.8275518323008462
Attrited Customer,45.95496359717025,M,3,Graduate,Single,$80K - $120K,Blue,24,4,6,2,8032.0217306140175,864,22697.0,1.373,555.3020156140286,37.0,1.0,0.037,1,0,0.3064217393570312
Attrited Customer,58.77550756036048,M,2,Graduate,Single,$80K - $120K,Blue,43,2,9,3,1013.438587487818,1919,465.0,0.5,1128.8972049920392,19.0,0.471,0.805,1,1,0.85399582362888
Attrited Customer,57.46242534495126,M,2,High School,Married,$120K +,Blue,39,2,7,2,5514.557540677953,949,10765.0,1.036,2063.6845477647857,28.0,0.659,0.081,1,1,0.8458723756484706
Attrited Customer,86.01217551105879,M,0,Uneducated,Married,Unknown,Blue,56,3,7,2,3829.551510973096,1295,8849.0,0.758,496.2859260530228,13.0,1.182,0.128,1,1,0.7604078372119276
Attrited Customer,50.05069812455183,F,3,College,Unknown,Unknown,Blue,35,5,5,2,4589.914675747453,2336,8902.0,0.911,2330.3206718340552,23.0,0.892,0.208,1,1,0.641104081062772
Existing Customer,62.126420385253965,M,4,Graduate,Single,$80K - $120K,Blue,36,4,5,3,16705.058613685804,1046,29620.0,0.801,1833.1856640137687,28.0,0.886,0.034,0,0,0.09170989195033542
Attrited Customer,43.84160927530884,F,1,Unknown_Education,Single,Less than $40K,Blue,26,4,6,3,1300.8321711614203,2496,156.0,0.561,865.9234278932976,29.0,1.071,0.941,1,1,0.914588283781403
Existing Customer,56.68260893577631,M,2,Graduate,Married,$120K +,Blue,42,3,9,0,9394.106135505326,1707,22514.0,0.816,495.564938928752,22.0,0.538,0.07,0,1,0.7921843075674876
Attrited Customer,61.41686557356633,F,2,Unknown_Education,Married,,Blue,34,5,7,1,2813.7864996464727,1499,3872.0,0.737,1350.0489521359195,33.0,0.65,0.279,1,0,0.005011692762736362
Existing Customer,47.174284182334816,M,3,College,Divorced,$40K - $60K,Blue,37,1,9,2,1331.3994960587277,0,2449.0,0.706,1365.3958041617575,39.0,0.63,0.0,0,1,0.9687151329402538
Attrited Customer,61.20806021896711,F,1,Doctorate,Divorced,Less than $40K,Blue,37,6,9,3,,1367,1340.0,0.794,1398.317768788244,32.0,0.78,0.505,1,0,0.009914684787122095
Existing Customer,68.8559617606174,M,4,Unknown,Single,$80K - $120K,Silver,37,5,8,4,12165.444415736503,0,34516.0,1.06,1165.8069279313825,24.0,0.739,0.0,0,0,0.21690791114859934
Existing Customer,76.11174910700691,M,0,Unknown_Education,Single,$60K - $80K,Blue,36,2,6,1,3127.3662353351697,1096,6901.0,0.716,3531.4946220547777,41.0,0.651,0.137,0,1,0.9105838779281378
Existing Customer,54.94430482450374,M,4,Graduate,Married,,Blue,29,2,5,3,4556.969365754192,2216,7743.0,0.747,6029.2108590528605,31.0,0.837,0.223,0,1,0.9899792497347498
Attrited Customer,72.80586888137644,F,0,Uneducated,Single,Unknown,Blue,56,5,8,5,11134.857786244467,2355,17775.0,0.716,893.1659348677382,16.0,0.633,0.117,1,1,0.6908076242043999
Existing Customer,55.870676125966725,M,2,Unknown_Education,Married,$60K - $80K,Blue,34,6,6,0,1906.1795216503792,1601,1668.0,1.168,1699.2083991709742,36.0,0.947,0.49,0,0,0.00035365585896396726
Existing Customer,56.63130890970616,F,2,College,Divorced,Less than $40K,Blue,36,4,8,1,851.9438587014722,0,1438.3,0.906,1405.605202542983,35.0,0.833,0.0,0,0,0.15641870764517615
Attrited Customer,49.47973458631191,F,2,College,Single,,Blue,36,6,6,3,4536.996558508892,0,9476.0,0.605,292.3306232819012,15.0,0.929,0.0,1,1,0.9717554308716984
Existing Customer,61.169125892054886,F,2,Unknown_Education,Married,Less than $40K,Blue,39,3,8,3,2438.247534684024,1077,3531.0,0.694,483.1558385021724,10.0,0.632,0.234,0,1,0.9881069976715882
Attrited Customer,65.09748838077223,M,3,College,Married,$80K - $120K,Blue,39,3,7,2,9231.44359928304,1509,16843.0,0.898,404.2783685259549,17.0,1.071,0.082,1,1,0.8170434668478895
Attrited Customer,46.91669825421183,M,3,Graduate,Single,$80K - $120K,Blue,20,1,6,2,12975.316742157636,0,32554.0,0.872,2785.418094251841,49.0,1.122,0.0,1,1,0.7659993016359509
Attrited Customer,67.08012893615368,M,4,College,Single,$60K - $80K,Blue,42,3,8,3,1678.034474623727,0,3096.0,0.684,1964.0529929121967,38.0,0.776,0.0,1,1,0.9161810086437714
Existing Customer,62.97966123194359,M,2,High School,Unknown,$60K - $80K,Blue,42,6,7,2,1019.3111986669225,786,2231.0,1.081,368.7890398436175,20.0,0.762,0.261,0,1,0.7534552794818299
Attrited Customer,58.68408653955466,F,1,Unknown,Married,Less than $40K,Blue,36,3,9,4,1505.9469452103683,0,2983.0,0.865,1012.0492323464804,16.0,0.586,0.0,1,1,0.9574655686999529
Existing Customer,45.9253374342577,F,4,Unknown_Education,Single,$40K - $60K,Blue,38,6,8,3,4346.243692390873,2517,5364.0,0.738,1277.2997125542518,23.0,0.711,0.319,0,0,0.1690087977604261
Existing Customer,42.83144900236884,M,4,Unknown_Education,Married,$40K - $60K,Blue,28,5,9,3,5136.153646310294,0,9815.0,0.859,7343.462083283466,36.0,0.679,0.0,0,1,0.9973917875354873
Attrited Customer,68.84979456696233,M,3,Doctorate,Married,$80K - $120K,Blue,38,6,7,2,5166.192963010753,1417,11518.0,0.738,1168.5759054187251,22.0,0.743,0.11,1,0,0.011810642848358798
